Date,Time,Symbol,Side,xSize,xPrice,Comment,OpenPL,ClosedPL,OpenSize,ClosedSize,AvgPrice
20161213,131307,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3680,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3680
20161214,145409,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3610,DEFAULT,False,-1,0.0000,-0.0070,0,-1,0.0000
20161215,105004,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3290,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3290
20161215,105105,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3280,DEFAULT,False,-1,0.0000,-0.0010,0,-1,0.0000
20161216,94019,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3070,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3070
20161216,94108,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3060,DEFAULT,False,-1,0.0000,-0.0010,0,-1,0.0000
20161216,100813,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3090,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3090
20161219,93904,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.2910,DEFAULT,False,-1,0.0000,-0.0180,0,-1,0.0000
20161219,101905,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3030,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3030
20161220,100104,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.2820,DEFAULT,False,-1,0.0000,-0.0210,0,-1,0.0000
20161220,112905,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.2770,DEFAULT,False,-1,0.0000,0.0000,1,0,2.2770
20161222,131018,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.2840,DEFAULT,False,-1,0.0000,0.0070,0,-1,0.0000
20161222,134309,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.2880,DEFAULT,False,-1,0.0000,0.0000,1,0,2.2880
20161223,135905,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.2730,DEFAULT,False,-1,0.0000,-0.0150,0,-1,0.0000
20161223,144208,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.2790,DEFAULT,False,-1,0.0000,0.0000,1,0,2.2790
20161226,94603,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.2580,DEFAULT,False,-1,0.0000,-0.0210,0,-1,0.0000
20161226,102912,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.2650,DEFAULT,False,-1,0.0000,0.0000,1,0,2.2650
20161228,100704,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.2820,DEFAULT,False,-1,0.0000,0.0170,0,-1,0.0000
20161228,132137,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.2820,DEFAULT,False,-1,0.0000,0.0000,1,0,2.2820
20170111,130104,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3040,DEFAULT,False,-1,0.0000,0.0220,0,-1,0.0000
20170111,135203,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3080,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3080
20170116,94107,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.2940,DEFAULT,False,-1,0.0000,-0.0140,0,-1,0.0000
20170116,103009,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.2990,DEFAULT,False,-1,0.0000,0.0000,1,0,2.2990
20170203,103310,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3500,DEFAULT,False,-1,0.0000,0.0510,0,-1,0.0000
20170203,131004,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3480,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3480
20170208,100404,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3270,DEFAULT,False,-1,0.0000,-0.0210,0,-1,0.0000
20170208,112807,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3290,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3290
20170217,145004,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3620,DEFAULT,False,-1,0.0000,0.0330,0,-1,0.0000
20170220,95206,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3720,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3720
20170223,140206,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3820,DEFAULT,False,-1,0.0000,0.0100,0,-1,0.0000
20170223,145415,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3870,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3870
20170227,145007,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3640,DEFAULT,False,-1,0.0000,-0.0230,0,-1,0.0000
20170228,94805,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3750,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3750
20170302,142105,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3570,DEFAULT,False,-1,0.0000,-0.0180,0,-1,0.0000
20170303,105607,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3460,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3460
20170309,100703,510050 SH!Q-GDDQ#T-GDDT,SELL,1,2.3360,DEFAULT,False,-1,0.0000,-0.0100,0,-1,0.0000
20170309,131602,510050 SH!Q-GDDQ#T-GDDT,BUY,1,2.3380,DEFAULT,False,-1,0.0000,0.0000,1,0,2.3380
